53	rob_q_FBIS3-9308	Q0	rob_FBIS3-30758	0
54	rob_q_FBIS3-8747	Q0	rob_FBIS3-30578	2
55	rob_q_FT924-3666	Q0	rob_FBIS3-3088	2
56	rob_q_FBIS3-16161	Q0	rob_FBIS3-3201	1
57	rob_q_FBIS3-31496	Q0	rob_FBIS3-31496	2
58	rob_q_FBIS3-52018	Q0	rob_FBIS3-32237	2
59	rob_q_FBIS3-33507	Q0	rob_FBIS3-32424	2
60	rob_q_FBIS4-2703	Q0	rob_FBIS3-3413	3
61	rob_q_FBIS3-35244	Q0	rob_FBIS3-35244	2
62	rob_q_FBIS3-43876	Q0	rob_FBIS3-343	2
63	rob_q_FBIS4-1942	Q0	rob_FBIS3-3480	3
64	rob_q_FBIS4-36631	Q0	rob_FBIS3-35466	2
65	rob_q_FBIS4-24771	Q0	rob_FBIS3-3579	1
66	rob_q_FBIS4-35530	Q0	rob_FBIS3-35567	1
67	rob_q_FBIS4-62343	Q0	rob_FBIS3-36027	2
68	rob_q_FT923-4653	Q0	rob_FBIS3-37490	2
69	rob_q_FBIS4-15701	Q0	rob_FBIS3-36111	0
70	rob_q_FBIS3-57026	Q0	rob_FBIS3-36140	0
71	rob_q_FT931-9616	Q0	rob_FBIS3-38568	1
72	rob_q_FBIS3-38312	Q0	rob_FBIS3-39301	1
73	rob_q_FBIS4-7655	Q0	rob_FBIS3-39315	3
74	rob_q_FT932-14337	Q0	rob_FBIS3-39935	2
75	rob_q_FT942-12331	Q0	rob_FBIS3-40329	1
76	rob_q_FBIS3-40020	Q0	rob_FBIS3-40020	3
77	rob_q_FT942-3139	Q0	rob_FBIS3-40202	1
78	rob_q_FBIS3-59168	Q0	rob_FBIS3-40583	1
79	rob_q_FT921-16125	Q0	rob_FBIS3-41508	1
80	rob_q_FBIS3-60297	Q0	rob_FBIS3-41605	1
81	rob_q_FT941-13181	Q0	rob_FBIS3-42707	3
82	rob_q_FBIS3-2781	Q0	rob_FBIS3-44522	1
83	rob_q_FBIS3-26008	Q0	rob_FBIS3-45088	1
84	rob_q_FBIS3-3047	Q0	rob_FBIS3-45088	3
85	rob_q_FR941006-1-00035	Q0	rob_FBIS3-46274	0
86	rob_q_FT941-15778	Q0	rob_FBIS3-46325	2
87	rob_q_FBIS4-10561	Q0	rob_FBIS3-46575	2
88	rob_q_FBIS4-5995	Q0	rob_FBIS3-46876	1
89	rob_q_FBIS4-4610	Q0	rob_FBIS3-46876	3
90	rob_q_FBIS4-52660	Q0	rob_FBIS3-46876	3
91	rob_q_FT933-13394	Q0	rob_FBIS3-46876	1
92	rob_q_FBIS3-48123	Q0	rob_FBIS3-47204	3
93	rob_q_FR940404-2-00194	Q0	rob_FBIS3-47262	2
94	rob_q_LA022790-0090	Q0	rob_FBIS3-48831	1
95	rob_q_FBIS4-66579	Q0	rob_FBIS3-48962	1
96	rob_q_FBIS3-49229	Q0	rob_FBIS3-49596	3
97	rob_q_FBIS4-8672	Q0	rob_FBIS3-49609	1
98	rob_q_FT924-1422	Q0	rob_FBIS3-51035	0
99	rob_q_FBIS4-33353	Q0	rob_FBIS3-51075	2
100	rob_q_FBIS3-51409	Q0	rob_FBIS3-51409	2
101	rob_q_FBIS3-51467	Q0	rob_FBIS3-51756	2
102	rob_q_FBIS4-58446	Q0	rob_FBIS3-52164	2
103	rob_q_FBIS3-53509	Q0	rob_FBIS3-53303	0
104	rob_q_FBIS3-53304	Q0	rob_FBIS3-53801	3
105	rob_q_FBIS4-27868	Q0	rob_FBIS3-5460	2
106	rob_q_FBIS4-4885	Q0	rob_FBIS3-5460	2
107	rob_q_FBIS4-5980	Q0	rob_FBIS3-5460	1
108	rob_q_FT931-7349	Q0	rob_FBIS3-5460	1
109	rob_q_FBIS3-54807	Q0	rob_FBIS3-54781	1
110	rob_q_FBIS3-15903	Q0	rob_FBIS3-55074	3
111	rob_q_FBIS3-37665	Q0	rob_FBIS3-55339	1
112	rob_q_FBIS3-15091	Q0	rob_FBIS3-55650	1
113	rob_q_FR940222-2-00001	Q0	rob_FBIS3-55650	1
114	rob_q_FBIS3-56714	Q0	rob_FBIS3-56025	3
115	rob_q_FBIS3-55133	Q0	rob_FBIS3-56200	2
116	rob_q_FBIS4-15110	Q0	rob_FBIS3-57034	2
117	rob_q_FBIS4-22622	Q0	rob_FBIS3-57240	2
118	rob_q_FBIS3-57764	Q0	rob_FBIS3-57767	2
119	rob_q_FBIS3-48518	Q0	rob_FBIS3-5826	2
120	rob_q_FT932-7396	Q0	rob_FBIS3-58320	1
121	rob_q_FBIS4-43006	Q0	rob_FBIS3-58346	3
122	rob_q_FBIS3-45974	Q0	rob_FBIS3-59039	3
123	rob_q_FT943-10629	Q0	rob_FBIS3-59279	1
124	rob_q_FBIS3-59653	Q0	rob_FBIS3-59645	1
125	rob_q_FT943-8540	Q0	rob_FBIS3-59647	2
126	rob_q_FT932-2842	Q0	rob_FBIS3-59758	2
127	rob_q_FT924-62	Q0	rob_FBIS3-59783	0
128	rob_q_FT941-11760	Q0	rob_FBIS3-59921	2
129	rob_q_FBIS3-59960	Q0	rob_FBIS3-59960	3
130	rob_q_FT941-16153	Q0	rob_FBIS3-60085	0
131	rob_q_FBIS3-17891	Q0	rob_FBIS3-61279	1
132	rob_q_FBIS4-22659	Q0	rob_FBIS3-61374	1
133	rob_q_FBIS3-6343	Q0	rob_FBIS3-6456	0
134	rob_q_FBIS4-46969	Q0	rob_FBIS3-61374	1
135	rob_q_FBIS3-61570	Q0	rob_FBIS3-61570	3
136	rob_q_FT942-8058	Q0	rob_FBIS3-663	1
137	rob_q_FBIS3-29288	Q0	rob_FBIS3-7105	0
138	rob_q_FBIS3-7071	Q0	rob_FBIS3-7494	3
139	rob_q_FBIS3-31142	Q0	rob_FBIS3-8042	0
140	rob_q_FBIS4-31697	Q0	rob_FBIS3-9628	1
141	rob_q_FBIS4-1004	Q0	rob_FBIS4-1004	1
142	rob_q_FBIS4-34911	Q0	rob_FBIS4-10054	0
143	rob_q_FBIS4-33284	Q0	rob_FBIS4-10833	0
144	rob_q_FBIS3-33524	Q0	rob_FBIS4-10853	1
145	rob_q_FBIS4-33509	Q0	rob_FBIS4-10869	1
146	rob_q_FBIS4-32822	Q0	rob_FBIS4-11123	1
147	rob_q_FBIS4-10790	Q0	rob_FBIS4-11123	2
148	rob_q_FBIS4-10888	Q0	rob_FBIS4-11123	2
149	rob_q_FBIS4-57102	Q0	rob_FBIS4-11123	1
150	rob_q_FBIS3-10683	Q0	rob_FBIS4-11298	1
151	rob_q_FBIS3-10225	Q0	rob_FBIS4-11503	2
152	rob_q_FBIS3-13191	Q0	rob_FBIS4-12819	0
153	rob_q_FT943-5925	Q0	rob_FBIS4-12953	2
154	rob_q_FBIS3-35545	Q0	rob_FBIS4-13508	1
155	rob_q_FBIS3-15344	Q0	rob_FBIS4-15428	1
156	rob_q_FBIS3-54105	Q0	rob_FBIS4-14162	1
157	rob_q_FT942-3184	Q0	rob_FBIS4-14281	3
158	rob_q_FBIS4-66225	Q0	rob_FBIS4-1583	2
159	rob_q_FT933-1722	Q0	rob_FBIS4-17774	3
160	rob_q_FT944-8081	Q0	rob_FBIS4-19625	2
161	rob_q_FT931-6835	Q0	rob_FBIS4-19697	0
162	rob_q_LA062789-0139	Q0	rob_FBIS4-20535	0
163	rob_q_FR940414-2-00164	Q0	rob_FBIS4-20620	0
164	rob_q_FBIS4-67987	Q0	rob_FBIS4-20621	0
165	rob_q_FBIS4-68551	Q0	rob_FBIS4-20621	1
166	rob_q_FT931-10345	Q0	rob_FBIS4-20686	2
167	rob_q_FBIS4-45355	Q0	rob_FBIS4-21022	1
168	rob_q_LA091189-0118	Q0	rob_FBIS4-21370	1
169	rob_q_FBIS4-41804	Q0	rob_FBIS4-22226	2
170	rob_q_LA011590-0101	Q0	rob_FBIS4-22416	0
171	rob_q_LA062389-0112	Q0	rob_FBIS4-22416	0
172	rob_q_FT943-8549	Q0	rob_FBIS4-22433	1
173	rob_q_FBIS4-22717	Q0	rob_FBIS4-22574	1
174	rob_q_FBIS4-22865	Q0	rob_FBIS4-22865	3
175	rob_q_LA110589-0236	Q0	rob_FBIS4-23826	0
176	rob_q_FT942-4858	Q0	rob_FBIS4-24200	2
177	rob_q_FBIS3-32614	Q0	rob_FBIS4-24637	0
178	rob_q_FBIS3-47815	Q0	rob_FBIS4-2464	1
179	rob_q_FBIS4-2099	Q0	rob_FBIS4-2557	3
180	rob_q_FBIS4-25800	Q0	rob_FBIS4-25800	1
181	rob_q_LA110189-0091	Q0	rob_FBIS4-26210	1
182	rob_q_FBIS4-3258	Q0	rob_FBIS4-26998	1
183	rob_q_FT943-2608	Q0	rob_FBIS4-26998	1
184	rob_q_FBIS4-27003	Q0	rob_FBIS4-27003	3
185	rob_q_FT933-9072	Q0	rob_FBIS4-27070	0
186	rob_q_FT943-14566	Q0	rob_FBIS4-27573	1
187	rob_q_FBIS3-19787	Q0	rob_FBIS4-28835	1
188	rob_q_FT942-14921	Q0	rob_FBIS4-29449	2
189	rob_q_FBIS4-5275	Q0	rob_FBIS4-29682	1
190	rob_q_FBIS4-67853	Q0	rob_FBIS4-30162	0
191	rob_q_FBIS4-30503	Q0	rob_FBIS4-30503	3
192	rob_q_FT944-4841	Q0	rob_FBIS4-3056	0
193	rob_q_FBIS4-28794	Q0	rob_FBIS4-30704	2
194	rob_q_FBIS4-13847	Q0	rob_FBIS4-31	1
195	rob_q_FBIS4-9261	Q0	rob_FBIS4-31312	2
196	rob_q_FBIS4-31144	Q0	rob_FBIS4-32475	2
197	rob_q_FBIS3-30622	Q0	rob_FBIS4-32589	2
198	rob_q_FBIS4-56144	Q0	rob_FBIS4-32713	1
199	rob_q_FBIS4-3376	Q0	rob_FBIS4-3376	1
200	rob_q_LA012189-0053	Q0	rob_FBIS4-34176	0
201	rob_q_FBIS4-34537	Q0	rob_FBIS4-34609	1
202	rob_q_FBIS3-19729	Q0	rob_FBIS4-35783	2
203	rob_q_FBIS3-54052	Q0	rob_FBIS4-36095	2
204	rob_q_FBIS3-35240	Q0	rob_FBIS4-37296	0
205	rob_q_LA052390-0060	Q0	rob_FBIS4-36413	2
206	rob_q_FBIS4-38143	Q0	rob_FBIS4-36959	3
207	rob_q_FBIS3-52732	Q0	rob_FBIS4-37434	1
208	rob_q_FT924-8709	Q0	rob_FBIS4-3749	2
209	rob_q_FBIS4-41097	Q0	rob_FBIS4-41097	3
210	rob_q_LA071489-0005	Q0	rob_FBIS4-3821	0
211	rob_q_FBIS4-47829	Q0	rob_FBIS4-4034	3
212	rob_q_FBIS3-54667	Q0	rob_FBIS4-41562	1
213	rob_q_FBIS4-22126	Q0	rob_FBIS4-43604	2
214	rob_q_FBIS4-43763	Q0	rob_FBIS4-43763	3
215	rob_q_FBIS4-23612	Q0	rob_FBIS4-43814	1
216	rob_q_FBIS4-43286	Q0	rob_FBIS4-43862	1
217	rob_q_FBIS4-44525	Q0	rob_FBIS4-44390	1
218	rob_q_FBIS4-44498	Q0	rob_FBIS4-44497	0
219	rob_q_FBIS4-44869	Q0	rob_FBIS4-44869	3
220	rob_q_LA080489-0158	Q0	rob_FBIS4-44927	0
221	rob_q_FT943-11198	Q0	rob_FBIS4-46486	0
222	rob_q_FBIS3-157	Q0	rob_FBIS4-47892	1
223	rob_q_FBIS4-38754	Q0	rob_FBIS4-46621	1
224	rob_q_FBIS4-14848	Q0	rob_FBIS4-47060	2
225	rob_q_FBIS3-25445	Q0	rob_FBIS4-48162	2
226	rob_q_FT932-16014	Q0	rob_FBIS4-49346	0
227	rob_q_LA080889-0132	Q0	rob_FBIS4-49468	3
228	rob_q_FBIS4-49811	Q0	rob_FBIS4-49811	2
229	rob_q_FBIS3-2302	Q0	rob_FBIS4-49998	2
230	rob_q_FT943-15283	Q0	rob_FBIS4-5018	0
231	rob_q_FBIS4-8418	Q0	rob_FBIS4-50247	3
232	rob_q_FBIS3-55408	Q0	rob_FBIS4-51148	2
233	rob_q_FBIS4-51240	Q0	rob_FBIS4-51153	3
234	rob_q_FBIS4-26664	Q0	rob_FBIS4-51350	3
235	rob_q_FBIS3-6769	Q0	rob_FBIS4-51772	1
236	rob_q_FT934-6919	Q0	rob_FBIS4-51773	2
237	rob_q_FT932-1476	Q0	rob_FBIS4-52929	0
238	rob_q_FT924-9640	Q0	rob_FBIS4-53028	0
239	rob_q_FT932-10844	Q0	rob_FBIS4-53522	2
240	rob_q_LA112390-0101	Q0	rob_FBIS4-54016	1
241	rob_q_FT942-14312	Q0	rob_FBIS4-54264	2
242	rob_q_FBIS4-55448	Q0	rob_FBIS4-55448	2
243	rob_q_FT941-520	Q0	rob_FBIS4-56162	3
244	rob_q_FT944-95	Q0	rob_FBIS4-56184	1
245	rob_q_FBIS3-10537	Q0	rob_FBIS4-56383	2
246	rob_q_LA062889-0029	Q0	rob_FBIS4-57576	1
247	rob_q_LA112490-0101	Q0	rob_FBIS4-58092	3
248	rob_q_FT943-15923	Q0	rob_FBIS4-58796	3
249	rob_q_FBIS4-3052	Q0	rob_FBIS4-58918	3
250	rob_q_FBIS4-58934	Q0	rob_FBIS4-60716	2
251	rob_q_FBIS3-43411	Q0	rob_FBIS4-6013	0
252	rob_q_FBIS4-36790	Q0	rob_FBIS4-60447	3
253	rob_q_FBIS3-46225	Q0	rob_FBIS4-62560	1
254	rob_q_FBIS4-64044	Q0	rob_FBIS4-62703	3
255	rob_q_FBIS4-16689	Q0	rob_FBIS4-62946	2
256	rob_q_FT921-10080	Q0	rob_FBIS4-63549	2
257	rob_q_FBIS4-31122	Q0	rob_FBIS4-66129	2
258	rob_q_FBIS4-38682	Q0	rob_FBIS4-63599	2
259	rob_q_FBIS4-19340	Q0	rob_FBIS4-64781	2
260	rob_q_FBIS4-22344	Q0	rob_FBIS4-66206	1
261	rob_q_FBIS4-45003	Q0	rob_FBIS4-66718	2
262	rob_q_FBIS4-68206	Q0	rob_FBIS4-67559	2
263	rob_q_FT933-3070	Q0	rob_FBIS4-67877	1
264	rob_q_FBIS4-51722	Q0	rob_FBIS4-6802	3
265	rob_q_FBIS3-52749	Q0	rob_FBIS4-6808	2
266	rob_q_FBIS4-18064	Q0	rob_FBIS4-68582	1
267	rob_q_FBIS4-38612	Q0	rob_FBIS4-68282	3
268	rob_q_FBIS3-15220	Q0	rob_FBIS4-68468	2
269	rob_q_FBIS4-40952	Q0	rob_FBIS4-68582	1
270	rob_q_FBIS3-54873	Q0	rob_FBIS4-68639	0
271	rob_q_FBIS3-14758	Q0	rob_FBIS4-68648	1
272	rob_q_FT931-12926	Q0	rob_FBIS4-68863	1
273	rob_q_FBIS3-30380	Q0	rob_FBIS4-8282	1
274	rob_q_FT942-10713	Q0	rob_FBIS4-8554	2
275	rob_q_FBIS4-16903	Q0	rob_FBIS4-8993	2
276	rob_q_FBIS3-40308	Q0	rob_FBIS4-9633	1
277	rob_q_FBIS3-31121	Q0	rob_FBIS4-9650	2
278	rob_q_FR941219-2-00138	Q0	rob_FR940105-2-00095	3
279	rob_q_FR940223-2-00174	Q0	rob_FR940110-0-00047	1
280	rob_q_FR940602-2-00036	Q0	rob_FR940110-0-00022	2
281	rob_q_FR941004-2-00133	Q0	rob_FR940110-0-00044	0
282	rob_q_FBIS4-42833	Q0	rob_FR940114-0-00007	2
283	rob_q_FT923-14423	Q0	rob_FR940114-2-00030	0
284	rob_q_FR940906-2-00031	Q0	rob_FR940119-2-00039	2
285	rob_q_FT921-7535	Q0	rob_FR940126-0-00002	2
286	rob_q_FR940725-2-00088	Q0	rob_FR940128-0-00032	1
287	rob_q_FR940512-2-00204	Q0	rob_FR940128-2-00125	2
288	rob_q_FR940707-2-00091	Q0	rob_FR940128-2-00148	2
289	rob_q_FR940128-2-00237	Q0	rob_FR940128-2-00237	3
290	rob_q_FT923-2512	Q0	rob_FR940202-0-00008	1
291	rob_q_FR940202-0-00038	Q0	rob_FR940202-0-00061	2
292	rob_q_FT942-15581	Q0	rob_FR940207-2-00005	0
293	rob_q_LA080990-0053	Q0	rob_FR940207-2-00005	1
294	rob_q_FT944-14464	Q0	rob_FR940207-2-00185	1
295	rob_q_FR940214-0-00032	Q0	rob_FR940214-0-00038	2
296	rob_q_FR940214-2-00116	Q0	rob_FR940214-2-00116	1
297	rob_q_LA110190-0245	Q0	rob_FR940214-2-00242	0
298	rob_q_FR940216-0-00082	Q0	rob_FR940216-0-00067	3
299	rob_q_FR941007-1-00075	Q0	rob_FR940216-0-00171	3
300	rob_q_FR940224-2-00004	Q0	rob_FR940224-2-00004	1
301	rob_q_FR940303-1-00055	Q0	rob_FR940303-1-00055	1
302	rob_q_FR941202-2-00053	Q0	rob_FR940304-0-00113	2
303	rob_q_FR940304-1-00083	Q0	rob_FR940304-1-00101	1
304	rob_q_FR940304-2-00071	Q0	rob_FR940304-2-00084	0
305	rob_q_FT924-9377	Q0	rob_FR940314-2-00132	0
306	rob_q_FR940720-0-00048	Q0	rob_FR940317-1-00012	2
307	rob_q_FR940323-2-00075	Q0	rob_FR940323-2-00075	1
308	rob_q_FR941207-0-00081	Q0	rob_FR940324-1-00012	0
309	rob_q_FR941004-2-00078	Q0	rob_FR940324-1-00035	2
310	rob_q_FR940907-2-00118	Q0	rob_FR940324-2-00137	1
311	rob_q_FR940325-2-00050	Q0	rob_FR940325-2-00050	2
312	rob_q_FR940328-0-00062	Q0	rob_FR940328-0-00057	3
313	rob_q_FR940523-0-00059	Q0	rob_FR940404-0-00053	1
314	rob_q_FT933-8801	Q0	rob_FR940404-2-00073	1
315	rob_q_FT934-17057	Q0	rob_FR940404-2-00087	1
316	rob_q_FT933-12441	Q0	rob_FR940407-0-00035	0
317	rob_q_FR940106-1-00011	Q0	rob_FR940407-2-00032	2
318	rob_q_FR940930-0-00228	Q0	rob_FR940412-0-00030	1
319	rob_q_FR940111-0-00029	Q0	rob_FR940412-1-00007	2
320	rob_q_FT943-10065	Q0	rob_FR940414-0-00080	1
321	rob_q_LA030389-0050	Q0	rob_FR940428-0-00051	2
322	rob_q_FR940407-0-00093	Q0	rob_FR940505-1-00137	2
323	rob_q_FT942-16110	Q0	rob_FR940513-0-00005	0
324	rob_q_FT934-4214	Q0	rob_FR940513-0-00010	2
325	rob_q_FR940513-0-00153	Q0	rob_FR940513-0-00128	1
326	rob_q_FR941206-0-00067	Q0	rob_FR940516-1-00075	2
327	rob_q_FR940526-2-00047	Q0	rob_FR940526-2-00045	1
328	rob_q_FR940603-0-00080	Q0	rob_FR940527-0-00045	1
329	rob_q_FR940617-2-00148	Q0	rob_FR940527-1-00050	2
330	rob_q_FR940527-2-00183	Q0	rob_FR940527-2-00183	2
331	rob_q_FT911-515	Q0	rob_FR940603-2-00133	0
332	rob_q_FR940106-0-00005	Q0	rob_FR940617-0-00021	2
333	rob_q_FR940603-1-00143	Q0	rob_FR940620-1-00077	2
334	rob_q_FR940620-2-00062	Q0	rob_FR940620-2-00061	0
335	rob_q_FT932-2751	Q0	rob_FR940627-2-00108	0
336	rob_q_FR940628-1-00070	Q0	rob_FR940628-1-00069	3
337	rob_q_FR940318-2-00156	Q0	rob_FR940705-2-00090	1
338	rob_q_FR940826-0-00043	Q0	rob_FR940706-0-00081	2
339	rob_q_FR940720-0-00122	Q0	rob_FR940713-0-00034	1
340	rob_q_FBIS3-16034	Q0	rob_FR940725-2-00049	1
341	rob_q_FR940720-2-00104	Q0	rob_FR940720-2-00104	3
342	rob_q_FR941019-2-00178	Q0	rob_FR940725-0-00091	0
343	rob_q_FBIS3-16320	Q0	rob_FR940725-2-00049	0
344	rob_q_FT934-3325	Q0	rob_FR940727-0-00048	0
345	rob_q_LA092390-0132	Q0	rob_FR940804-1-00039	0
346	rob_q_FR940810-0-00154	Q0	rob_FR940810-0-00154	2
347	rob_q_FR940805-0-00004	Q0	rob_FR940816-1-00043	3
348	rob_q_LA122789-0015	Q0	rob_FR940817-0-00074	2
349	rob_q_FR940419-0-00115	Q0	rob_FR940825-1-00048	3
350	rob_q_FT944-3371	Q0	rob_FR940825-1-00149	1
351	rob_q_FR940812-2-00234	Q0	rob_FR940831-0-00006	0
352	rob_q_FR940505-0-00001	Q0	rob_FR940906-0-00076	0
353	rob_q_LA090190-0116	Q0	rob_FR940912-2-00084	1
354	rob_q_FR940516-0-00024	Q0	rob_FR940913-0-00035	1
355	rob_q_FR940831-2-00037	Q0	rob_FR940919-0-00053	2
356	rob_q_FT934-1671	Q0	rob_FR940919-2-00039	0
357	rob_q_FR940920-0-00012	Q0	rob_FR940920-0-00012	3
358	rob_q_FR941205-1-00065	Q0	rob_FR940921-2-00059	2
359	rob_q_FR940922-1-00020	Q0	rob_FR940922-1-00020	2
360	rob_q_FR940127-1-00067	Q0	rob_FR940922-1-00076	1
361	rob_q_FT921-8801	Q0	rob_FR940928-2-00145	1
362	rob_q_FR940627-0-00134	Q0	rob_FR941003-0-00086	1
363	rob_q_FR940317-1-00011	Q0	rob_FR941003-0-00101	2
364	rob_q_FT933-4835	Q0	rob_FR941005-0-00006	0
365	rob_q_LA021889-0039	Q0	rob_FR941005-2-00094	3
366	rob_q_FT921-4255	Q0	rob_FR941012-1-00010	0
367	rob_q_FT922-13227	Q0	rob_FR941012-1-00010	0
368	rob_q_FT924-6367	Q0	rob_FR941012-1-00010	0
369	rob_q_FT922-9373	Q0	rob_FR941012-1-00010	0
370	rob_q_FT923-13658	Q0	rob_FR941012-1-00010	0
371	rob_q_FT932-15573	Q0	rob_FR941012-1-00010	0
372	rob_q_FT933-8916	Q0	rob_FR941012-1-00010	0
373	rob_q_FT941-17155	Q0	rob_FR941012-1-00010	0
374	rob_q_FT941-1809	Q0	rob_FR941012-1-00010	0
375	rob_q_FT941-4113	Q0	rob_FR941012-1-00010	0
376	rob_q_FT941-815	Q0	rob_FR941012-1-00010	0
377	rob_q_FT942-3581	Q0	rob_FR941012-1-00010	0
378	rob_q_FT943-10760	Q0	rob_FR941012-1-00010	0
379	rob_q_FT944-13842	Q0	rob_FR941012-1-00010	0
380	rob_q_FT944-168	Q0	rob_FR941012-1-00010	0
381	rob_q_FT944-3636	Q0	rob_FR941012-1-00010	0
382	rob_q_FR941013-2-00063	Q0	rob_FR941013-2-00067	2
383	rob_q_LA021089-0131	Q0	rob_FR941017-0-00035	1
384	rob_q_FR941019-0-00038	Q0	rob_FR941019-0-00031	2
385	rob_q_FR940414-0-00055	Q0	rob_FR941025-0-00054	3
386	rob_q_FR941102-1-00058	Q0	rob_FR941102-1-00058	2
387	rob_q_FR941102-1-00124	Q0	rob_FR941102-1-00124	2
388	rob_q_FR940110-1-00043	Q0	rob_FR941104-2-00089	2
389	rob_q_FR941117-1-00031	Q0	rob_FR941117-1-00016	1
390	rob_q_FR941117-1-00020	Q0	rob_FR941117-1-00033	2
391	rob_q_FT944-220	Q0	rob_FR941130-0-00015	0
392	rob_q_FR940202-2-00045	Q0	rob_FR941205-0-00080	2
393	rob_q_FR940419-2-00041	Q0	rob_FR941213-0-00017	2
394	rob_q_FR940607-0-00047	Q0	rob_FR941221-1-00036	1
395	rob_q_FR941227-0-00079	Q0	rob_FR941227-0-00082	2
396	rob_q_FR940830-1-00047	Q0	rob_FR941227-2-00047	2
397	rob_q_FR941128-1-00040	Q0	rob_FR941227-2-00047	1
398	rob_q_FR940413-2-00051	Q0	rob_FR941227-2-00053	2
399	rob_q_FT943-4152	Q0	rob_FR941230-2-00058	0
400	rob_q_FR940527-2-00135	Q0	rob_FT911-161	2
401	rob_q_FT933-15065	Q0	rob_FT911-1827	1
402	rob_q_FT943-580	Q0	rob_FT911-1827	2
403	rob_q_FT942-606	Q0	rob_FT911-2632	1
404	rob_q_FT922-13207	Q0	rob_FT911-2776	2
405	rob_q_FT941-12634	Q0	rob_FT911-2992	2
406	rob_q_FT911-367	Q0	rob_FT911-367	3
407	rob_q_FT911-74	Q0	rob_FT911-74	3
408	rob_q_FT921-11019	Q0	rob_FT921-11019	3
409	rob_q_FT942-10132	Q0	rob_FT921-11158	2
410	rob_q_FT941-11371	Q0	rob_FT921-11547	1
411	rob_q_FBIS4-40203	Q0	rob_FT921-11607	1
412	rob_q_FT921-12224	Q0	rob_FT921-12224	3
413	rob_q_FBIS4-35958	Q0	rob_FT921-12246	2
